,Turkana,Marsabit,Mandera,Wajir,West Pokot,Samburu,Isiolo,Baringo,Keiyo-Marakwet,Trans Nzoia,Bungoma,Garissa,Uasin Gishu,Kakamega,Laikipia,Busia,Meru,Nandi,Siaya,Nakuru,Vihiga,Nyandarua,Tharaka,Kericho,Kisumu,Nyeri,Tana River,Kitui,Kirinyaga,Embu,Homa Bay,Bomet,Nyamira,Narok,Kisii,Murang'a,Migori,Kiambu,Machakos,Kajiado,Nairobi,Makueni,Lamu,Kilifi,Taita Taveta,Kwale,Mombasa,Offshore
2017-10-24,2.500401,5.127753,4.8412433,6.600444,1.9656261,3.374297,6.018447,2.60879,1.954743,1.4927355,1.633043,7.2208915,1.9197237,2.1370833,3.7451026,2.6499732,5.0929074,2.134934,3.1719637,3.4564965,3.1349106,3.2184908,4.6727595,2.4397986,2.9954274,3.1630228,7.545036,5.851999,2.496391,3.69453,3.7199364,4.4065957,3.4491713,4.252991,3.596472,1.8956994,4.3782363,1.9614071,2.80908,2.898854,1.8079814,4.104735,6.865828,7.44564,5.318199,4.9076195,5.987584,6.654386
2017-10-25,3.0833375,5.548797,4.2323947,4.6884446,2.4261765,4.3417306,5.5655174,2.4636045,2.253028,1.5842534,2.233832,4.840975,2.6667414,2.880416,2.6229415,3.2581115,4.5126762,2.9800086,4.126596,3.1355407,3.9846056,2.6219506,3.689618,2.7065775,3.699497,2.708104,4.489191,3.8800774,2.3769658,2.8105516,4.2625422,4.229427,3.2750342,4.0562363,3.4942403,2.7452123,4.557524,3.356781,3.9660323,3.4754896,3.7415433,3.8576045,4.1126,4.013472,3.2564435,4.0024304,3.4538097,4.036983
2017-10-26,4.7800407,5.741817,4.210857,4.2203727,3.437143,4.4184203,4.162409,2.3736918,3.1160452,2.505231,2.3654492,3.5574634,3.657838,2.724203,3.230698,2.6436093,3.315769,3.3059115,3.1258268,2.2976909,1.4173298,1.6022866,2.6502874,3.4019575,1.9626795,1.5691098,3.2515574,3.2586641,2.2572653,2.766836,2.928249,3.846009,2.1079977,3.6683953,2.1293056,2.6886072,2.770454,3.7079961,3.9491203,3.605121,4.4447384,4.050769,4.323041,3.4378054,3.0291562,2.7839358,2.8229327,3.8520129
2017-10-27,4.953195,5.707937,4.2876363,4.3612304,3.4467866,4.230295,4.0451016,2.748737,3.2752335,2.6256986,2.6979952,3.4423282,4.5590496,3.3708093,3.108231,2.349697,2.8905053,4.2101765,2.8224602,2.9207945,2.0926137,2.116441,2.2151468,3.5988789,2.359779,1.613064,3.1636424,3.0458248,2.3287184,2.87538,2.8748767,2.9147198,1.8954371,3.7518604,1.9538884,3.481951,3.2512827,4.35851,4.065422,3.8406487,5.131652,3.9132397,3.7143247,2.8154335,3.0153549,2.3970108,2.3014278,3.5711956
2017-10-28,5.281777,5.8695426,4.077453,4.822199,3.4744885,4.724574,4.427673,2.571219,2.9740558,2.438309,2.4098256,4.2413564,3.7691913,2.9874613,3.5353928,2.5554862,2.9286492,3.39306,2.740384,2.6780663,2.3985872,2.087944,2.3204744,2.7283823,2.122574,1.8433778,4.075741,3.4133961,2.4374368,3.141041,2.1906126,2.2761548,1.3096017,3.1835825,1.4128102,3.591399,2.028946,4.5239143,4.408438,3.8425035,5.299041,3.8115492,4.551364,4.160817,3.4122548,3.0150032,3.9629216,4.304451
2017-10-29,5.746975,6.5914683,4.8815584,5.789819,4.0117974,5.459709,5.5984964,2.690678,3.4149857,2.5223205,2.452238,5.1713057,4.3352275,2.8525054,4.121191,1.6626021,4.0119486,3.7848063,1.713087,3.2408357,1.124643,2.6053488,2.9563003,3.0221832,1.4546323,2.6099815,5.0340185,4.4919662,3.309366,3.44489,1.8136544,3.355874,1.1621801,4.4481444,1.3224642,4.017981,1.9780269,5.205918,4.8902206,4.648071,6.0426064,5.095489,5.577459,4.9689474,4.118296,4.1969485,4.53195,5.1196823
2017-10-30,6.116588,7.238459,4.570139,6.1218977,3.8394043,6.333175,6.792909,2.3960686,3.063239,2.3999736,2.1998847,5.7960796,3.7541852,2.5854495,4.246377,1.5856428,5.162077,3.2664592,1.6474634,4.5593905,0.8924483,3.8434095,3.9453168,3.5463839,1.424544,3.8267033,5.924058,5.2147355,3.541171,3.3980594,2.9751806,6.4557095,4.657962,6.312962,5.6522717,3.2496464,4.6269245,4.201551,5.0971856,4.9120884,4.6796365,5.6596513,6.364066,6.5630465,5.2178607,5.8218966,6.4517746,6.3695984
2017-10-31,5.1838765,6.0177054,2.7933445,4.41272,3.2052755,5.2044787,5.34738,2.0993216,2.590153,1.9991573,1.5164335,5.450361,2.7353203,1.8176011,3.0104172,1.6199894,4.3340774,2.3039675,1.9587168,3.95892,1.339627,3.133851,3.7377555,2.6245403,1.3488126,3.2161071,5.883332,4.574255,3.2487066,2.7962332,2.9696252,5.4614034,3.916995,5.2414923,4.761545,2.9494503,4.352827,3.8218534,3.979451,3.92097,4.097273,4.529857,6.370125,6.21801,4.4571877,5.1936455,5.606612,6.0745044
2017-11-01,4.3719363,5.6916137,3.2576513,5.4195237,3.0190723,4.82156,5.847113,2.2388797,2.5373251,1.98884,2.0764973,6.234708,2.9629881,2.437657,3.2467504,2.286564,4.8331037,2.7512922,2.6423416,3.601529,2.0701406,3.268077,4.180488,2.5327973,1.8959786,3.4231253,6.33892,4.958456,2.5640986,3.0357735,2.3199959,4.814178,2.5447865,4.851492,2.827718,2.1963794,3.2808301,3.5242932,3.5690053,3.7885532,4.171301,4.4528074,6.0397325,6.2307487,4.7119193,5.2465878,5.9936767,6.2256947
2017-11-02,5.492931,7.284229,3.321258,4.9211535,3.065035,6.1576037,6.615954,2.7529433,1.9333315,1.5614085,1.3116703,5.659517,1.9972605,1.4914268,4.1403327,1.4254959,5.423519,1.8146195,1.7468439,4.7671995,1.3055297,4.2303395,4.7704206,2.5291688,1.3612496,4.3258767,5.7771273,4.9589863,3.8535292,4.099631,2.7949934,5.90484,4.237774,5.7449436,4.8774624,3.7946842,3.9202702,4.4884543,4.9131308,4.2701607,4.8676677,4.5748997,5.491826,5.5003133,4.3878646,4.5028625,4.496093,5.286678
2017-11-03,4.9850926,6.176573,2.9290578,4.487336,2.9201107,5.3334007,5.855435,2.1343808,2.1368527,1.6931108,1.4713422,5.978286,2.3418918,1.9038175,3.1662915,2.0735977,4.723771,2.1761856,2.311259,4.4189234,1.8819509,3.7385492,4.5473294,3.0461104,2.002486,3.8075905,6.0060863,4.9509373,3.1950238,3.6224883,3.9790926,6.446842,4.8699403,5.795204,5.6415195,2.6231296,4.552553,3.1088822,3.622163,3.7019012,3.1954856,4.4069934,5.2241797,5.54782,4.4252224,4.805549,5.2963066,5.364149
2017-11-04,3.2494137,5.734534,3.4745924,4.461645,1.1963109,4.7640967,5.515692,2.0144079,1.353853,1.0183359,1.7557201,5.112734,1.7871314,2.2579646,3.2606978,3.3593092,4.664747,2.0288625,4.253247,3.989387,2.8447688,3.489912,4.300888,2.2778046,2.3245776,3.8991864,5.2689643,4.485389,2.817269,2.901701,2.909883,5.0726213,2.4045503,4.8567586,3.1753094,2.3321607,3.779775,3.4286063,3.8262687,3.761811,3.926807,4.3347263,4.9434094,5.3396597,4.2833786,4.9663997,5.296071,4.971994
2017-11-05,2.0018756,3.4881928,3.1963813,3.963391,1.4263643,2.628849,4.0459456,1.2376686,1.1979617,1.5625988,1.0805869,4.9585595,1.3159114,1.2560167,1.1457663,1.5248463,3.5090218,1.3409599,2.0049028,2.0103242,1.4958413,1.5653301,3.3489442,1.0730927,1.3665267,2.1097941,5.299824,4.1891217,2.836892,2.8646715,2.18973,2.4907196,2.0786958,3.0297832,2.4548478,2.9749863,3.3604631,3.419772,4.049671,3.2405746,3.9051833,4.002731,5.287193,5.6070623,3.996014,4.2719274,4.5348277,5.1069965
2017-11-06,2.6055663,3.6563299,3.517912,3.7249947,2.348401,3.2651393,3.8277073,2.1322052,1.86381,1.9821172,1.3672147,4.309625,1.6903758,1.5102502,2.2369387,1.9534991,2.9024405,1.8916708,2.7412474,2.9544728,2.3461561,2.1736774,2.6094346,1.8936497,2.3297668,1.9815949,4.915172,3.8467555,1.9495507,2.2937613,3.1113105,2.850839,2.7041035,3.405609,3.0512066,2.1185997,3.2169251,3.2540588,3.4158654,3.2835424,3.8502393,3.9326103,4.530896,5.3360243,3.6459432,4.3270125,4.8656664,4.735193
2017-11-07,3.1830082,3.8530817,2.425262,2.8424273,2.3727055,3.0730636,3.2496643,1.4820918,1.6594492,1.4633027,2.100396,3.0862079,2.3079352,2.4187949,2.031929,2.6657352,2.6279652,2.1247861,3.198929,1.6607332,2.39228,0.9940652,1.9608903,1.9048085,2.3764436,1.2968577,3.5130177,3.3290732,2.3427153,2.3859673,2.8324296,1.8826286,2.3828862,2.623754,2.5195115,3.0771983,3.1438868,3.3678026,3.8795538,3.0869129,3.7781959,3.7272248,3.2368906,4.032615,2.9879923,3.082836,3.6227794,3.7431095
2017-11-08,3.238834,3.785425,2.996972,3.3325033,2.7724016,3.3974411,3.401915,2.5790656,2.4333706,2.1419473,2.0059884,2.5054536,2.8187952,2.398654,2.822295,2.5204883,2.6269166,2.746767,3.068558,2.254185,2.9111953,1.9297535,2.2068982,2.4315042,2.704973,1.25318,2.2138019,2.2557154,1.7615374,2.380017,2.5965078,1.7885709,2.0661204,2.7120268,2.4865556,3.0460846,2.4948173,4.1981955,3.634568,2.9752216,4.8597927,2.833466,2.6806512,2.3761404,2.0667624,2.129747,2.370611,2.636532
2017-11-09,3.7666705,4.720227,3.4499505,3.596358,3.2935412,3.809108,3.5989857,3.0932462,2.9257634,2.086979,1.7972254,3.13911,3.1298392,2.2826972,2.9107995,1.773804,2.4649725,3.0835035,2.6463177,3.0130215,3.3088403,1.9340534,2.0457287,3.032262,3.217663,1.4205898,2.9852128,2.3565907,2.3417165,2.6728892,3.0303128,2.6775024,3.068122,3.21422,3.044584,3.2716599,3.0031147,4.01847,3.6277823,2.9001505,4.5135508,2.629206,3.943757,3.078959,2.2979822,2.2183795,2.8892703,3.4860275
2017-11-10,3.6346645,4.6668067,3.2418585,3.3802948,2.9880648,3.6060367,3.1476607,2.322351,2.8732152,2.3556259,2.1836934,2.6665466,3.6087651,2.4555645,2.6904638,1.9429071,2.3140264,3.4953911,2.235072,3.2746727,1.7431164,2.6241915,1.9184363,3.8640149,2.4475877,1.9076943,2.5968072,1.9417155,2.1412206,2.3716757,2.8283067,2.5153933,2.4801857,3.4572585,2.2673018,3.390556,2.7160542,4.598038,3.9373708,3.2628484,5.2657957,2.8141046,4.0667906,3.8555236,3.0421913,3.032618,3.7469802,4.0012064
2017-11-11,4.461872,5.477365,3.1173043,3.1093845,2.9004028,4.442466,3.412311,2.482484,2.9533105,2.1744854,2.390012,2.559321,3.7507727,2.90156,3.2007823,3.1968236,2.5778642,3.5729446,3.9078205,3.1592033,2.5382733,2.214152,2.160291,3.6191835,2.7255707,1.7379185,2.447135,2.1675675,2.320534,2.5431576,3.4835796,2.8776493,2.0714262,3.6027346,2.4318702,3.2017527,3.4172297,4.181624,3.4453847,2.934322,4.827872,2.967848,3.6324186,2.9540305,2.5872097,2.5496657,2.7053156,3.4505718
2017-11-12,4.361503,5.3206716,3.3456266,3.2964287,2.660806,3.4895694,2.6980636,2.5296035,3.028042,2.2558758,2.3098233,2.0240164,3.5796912,2.688938,2.5641012,2.5672834,1.9132862,3.1095057,3.2693384,2.9355664,2.5967171,2.3644965,1.4630705,2.4119313,2.4395494,1.6513194,2.422445,2.0587363,1.8948587,1.6308161,3.1785676,3.272332,1.9715192,3.8240836,2.5059998,2.6056898,3.3871942,3.8346236,3.0186687,2.7277634,4.3567843,2.9048772,3.3723402,3.8293376,2.715472,3.1867006,4.0479145,3.7171946
2017-11-13,4.1682167,4.5941534,3.6164312,2.911666,2.6240108,3.5065997,2.7364912,2.108031,2.2810676,1.9286934,1.7457497,1.9003838,2.85764,2.0473182,2.7146513,1.7889338,2.4659982,2.6050024,1.8941498,2.7345603,1.8695741,2.234978,2.1712573,2.5902839,2.1294644,2.1177852,2.3025875,2.518781,2.2527208,2.1585867,2.5567765,3.9312859,2.4597402,4.103325,2.4775462,2.1821167,3.0502422,3.617564,2.9857705,3.2454553,4.3396263,3.653458,2.9248457,3.673242,3.4853654,3.3909035,3.6122222,3.5731394
2017-11-14,4.6908956,5.165015,3.585568,3.3416831,3.375521,4.14395,3.4989026,2.5498834,2.7354534,2.4551468,2.1280549,2.5174363,3.5301585,2.53201,3.462913,2.0649962,2.5946777,3.146931,2.3517396,2.5038168,1.5534251,2.254642,1.9176725,2.5243256,1.702405,2.121856,2.7140927,2.1397417,2.8806932,2.493104,1.898382,1.8845464,1.4932078,2.7818651,1.5843526,2.7132351,1.6030165,2.6158025,2.3211417,2.8099825,2.8276079,3.1312623,3.5741775,3.7848845,2.9773262,3.4191072,3.8061829,3.717419
2017-11-15,5.608218,5.9463043,4.8073874,4.343933,3.948047,4.3022256,3.5649757,2.9335558,3.4990757,2.9559975,2.9464219,2.3325398,4.9676514,3.6011307,3.7768912,2.0345602,2.7841494,4.711297,1.8977593,3.515675,2.1903276,2.7646375,2.8215635,4.1718407,2.2630744,2.4956994,1.7289537,2.28009,2.7287529,3.2572522,1.966975,3.18091,1.9177558,4.0538836,1.8138722,3.4420192,2.329961,4.5972614,4.0053716,3.2831492,5.5134487,2.7871451,3.1016626,1.9293641,2.5525513,2.6901078,2.895304,2.9863794
2017-11-16,5.871837,5.9963164,4.273672,4.2227087,4.116421,4.6780505,3.664033,2.4787061,3.171844,2.2017436,2.2256467,3.5175018,4.167832,2.775119,3.4371448,1.6397171,2.6885576,3.754861,1.453104,3.1531193,1.0901558,2.5571368,2.7467096,3.2538517,1.2880327,2.5677896,3.1270218,3.063699,3.0334806,3.3179426,1.8732874,3.501613,1.905213,4.1841364,2.2637944,3.453029,3.0255115,4.3082967,4.1601887,3.688129,5.0494404,3.8444862,4.102841,3.424226,3.3991969,3.408103,4.234745,3.994451
2017-11-17,5.6083965,6.141488,5.140914,4.9949923,3.6793573,4.7862787,3.871842,2.4492688,2.6734457,1.6876632,1.7711291,4.1775045,3.2910957,2.4369595,3.757381,1.7941867,2.5855591,2.995685,1.8476204,3.2260404,1.7468066,2.7452948,2.3398063,2.505699,1.8344464,2.276652,3.8622105,3.1535997,2.4041176,2.8259172,2.1201718,3.7477798,2.0428224,4.2598267,2.1612618,3.2323558,2.997547,4.643355,4.2017803,3.9080534,5.483451,3.6844869,5.453987,4.136699,3.1841924,3.2024055,4.3325644,4.873777
2017-11-18,5.5317574,5.9788055,4.501402,4.5099616,3.5809348,4.816674,3.552782,2.4541109,2.8718674,1.8428965,2.092361,3.6971335,3.4000463,2.607813,3.1614408,1.8031929,2.2895262,3.1293268,2.431762,2.980742,1.9854008,2.3744955,1.878542,2.550483,1.8504639,1.8958297,3.3569543,2.6464252,2.0156953,2.1704729,2.4010303,4.004333,2.0258007,4.476001,2.2889934,2.69931,2.8417623,4.0451264,3.5998359,3.4944456,4.78075,3.2926855,5.258658,3.6336734,3.0221016,3.2265568,3.363336,4.6393723
2017-11-19,6.003124,6.271459,5.2289906,5.1774254,4.0984817,4.8601007,4.074974,2.8874965,3.4422135,2.6081827,2.935275,3.8796358,4.8836308,3.6876192,4.018035,1.9902688,2.7276077,4.716412,2.0168185,3.5905223,2.6593568,2.6182916,2.448535,3.9978268,2.6003153,2.1937368,3.3965619,2.7211397,2.8758209,3.2638814,1.9044703,4.2265553,2.3617687,4.9256244,2.3423505,3.4912663,2.95763,4.915237,4.494799,4.0706267,5.7510757,3.6838446,5.5515776,3.9143515,3.0662668,3.0114567,3.809516,4.966705
2017-11-20,5.3044944,5.6106963,4.764994,4.972807,3.7073605,4.1851497,3.6899245,2.511909,2.8575606,2.0647795,2.1171582,3.8786936,3.2906833,2.7412205,3.1557856,2.5469828,2.3587427,3.2788053,2.6797106,2.6397188,2.3831594,2.1554923,1.9147846,2.9771576,2.5062194,1.613478,3.420904,3.0337994,1.8254322,2.1947732,2.992757,2.928114,2.3432412,3.8361874,2.4617329,2.6593912,4.0959544,3.8433125,3.2843344,3.2316213,4.574523,3.4235578,4.8376384,2.8290093,2.8364918,2.4324327,2.0527654,4.122097
2017-11-21,4.148552,4.3684793,3.373645,3.7018037,3.1467733,3.7561734,3.30289,2.2779934,2.288032,2.262311,2.0637686,3.043109,2.3814516,2.1411679,2.7230177,2.3216712,2.37275,2.3352501,2.372378,2.1775765,1.7848171,1.9252803,2.5873246,2.2695062,1.8102847,1.6659204,2.925174,2.7175913,2.110868,2.6964073,2.1037054,1.7922221,1.9212537,2.536599,1.97278,2.8363488,2.7096794,3.6888363,3.1804564,3.0163088,4.3397846,3.1462872,4.2436523,3.4985478,2.4510717,2.371802,2.683884,3.759887
2017-11-22,3.5975776,4.8412127,3.5610137,4.289443,2.6839895,4.107866,4.31623,2.288969,2.0182416,2.4518716,2.2881098,3.432136,1.9989569,2.1727102,2.3450987,2.8991401,2.6322763,2.0410714,2.9529183,1.9080064,2.0548024,1.6294668,1.7729499,2.0298645,1.941821,1.3403274,3.0891128,2.911824,2.1553416,2.3075514,2.7212226,1.7354962,2.2745903,2.2433484,2.4285057,3.1294878,3.5060127,3.4130757,3.0508687,2.7952785,4.0113583,3.1189933,4.210959,3.1170778,2.4821608,2.2070363,2.3980637,3.4129956
2017-11-23,3.4743104,4.8162155,3.9257903,4.2950497,2.3103685,3.6921353,3.8234367,2.3594797,1.7255218,2.0357082,1.9907842,4.0266066,1.6005324,2.1044178,2.2155683,3.122108,2.70302,1.9409035,3.5756438,1.9845568,2.5571346,1.5067229,2.0265357,2.2620432,2.5882404,1.2349039,3.9016833,3.3272192,1.9226962,1.9782821,3.5904932,2.8601942,3.4609337,2.8955097,3.5257466,3.0647821,3.6855083,3.6828222,3.1434503,2.9937534,4.018187,3.524504,4.7313647,3.716102,2.7673705,2.9933243,3.1145158,3.887477
2017-11-24,4.3242555,5.598449,3.8337324,4.319551,2.5912955,4.3906374,4.2742434,2.6436152,1.9904699,2.1137815,2.3621798,3.5698838,1.9190295,2.3391516,2.5854924,2.9400756,3.1096845,1.8267684,3.071719,2.254825,2.0838494,1.8540919,2.345186,2.1063678,2.2198012,1.671772,3.447056,3.0555005,2.2291713,2.6148288,3.1495206,2.5715878,3.477039,3.074162,3.670076,2.7792845,4.098871,3.4486141,3.053115,2.6782277,3.8445585,2.9345894,3.9126294,3.459884,2.7910776,3.02359,2.692543,3.602512
2017-11-25,3.2440214,4.8965554,3.8984902,4.1189904,2.6757567,3.8367,4.0901003,2.5896964,2.764928,2.4996338,2.3764896,3.5163145,2.9379973,2.555332,2.8613837,2.7714982,3.3371828,2.6035187,3.2051218,2.240891,2.5144882,2.156141,2.6113544,2.1000478,2.001407,1.8735929,3.161203,2.602873,2.0917199,2.8208733,3.1346335,1.5198456,2.490068,2.1832507,3.027722,2.5710323,3.6042519,2.8839734,2.8987668,2.547093,3.497132,2.8333857,4.0725994,3.2527137,2.5284183,2.4565182,2.2438183,3.5212646
2017-11-26,3.9493532,4.4484773,5.543629,4.9033313,3.6186683,3.7148528,3.7032552,2.6282578,3.0436347,2.7765417,2.5673761,3.5056875,3.5126667,2.7321675,3.610974,2.7682354,2.737588,3.074169,3.394518,3.0689497,1.9920454,3.0825884,2.3543742,2.9756577,1.7898932,2.6595569,2.6118457,2.74039,2.4829483,2.973242,2.468963,1.8017501,1.5424755,2.4398062,1.8238828,3.3461368,2.7518206,4.1569457,3.8715432,3.4786634,4.820194,3.2751207,4.2768426,2.6289449,3.1343405,3.013356,3.6054006,3.9476202
2017-11-27,5.3818817,5.960262,7.785608,6.678791,4.274595,4.587143,4.1448107,2.7489345,3.2185616,2.7069035,2.4459262,4.529397,4.0127745,2.7496445,3.9350467,2.2196727,2.7944558,3.7542408,2.2897184,3.0443196,1.4020643,2.7818735,2.871683,3.6213067,1.7816373,2.368671,3.566979,3.0428224,2.5655782,3.459794,1.5980853,2.0309114,0.97717285,2.47932,0.90695024,3.3899715,1.7310191,4.5077114,4.4204717,3.7590592,5.3691626,3.643391,5.2296615,3.956468,3.644125,3.8709264,5.3559427,5.200483
2017-11-28,5.1712394,6.0138474,5.9097443,5.3901076,3.9880645,4.5103717,4.2013993,2.4208605,3.035275,2.2263067,2.1924183,4.3679304,3.6244535,2.6142013,3.2357209,1.9000585,2.6492848,3.5173395,1.950716,2.6952925,2.452234,2.1560228,2.3759558,3.1928623,2.3049471,1.8766512,3.893692,3.1244757,2.2122424,3.031794,1.6671741,2.6832912,1.0095353,3.0000253,0.9212633,2.9475822,1.7366854,3.8895235,3.8693032,3.348036,4.638173,3.4613144,5.3665214,4.4327164,3.8070889,4.0586905,5.6292014,5.117438
2017-11-29,4.000583,5.354434,5.2068753,5.258282,3.9084747,4.668346,4.453176,2.8129141,3.110829,2.2484348,2.0114522,3.993477,3.3367379,2.3383148,3.3815224,1.943987,3.1016676,3.0901637,2.022764,2.6626039,2.362489,2.2181673,2.4757607,2.828963,2.3630898,1.6440256,3.490858,3.2081385,2.2422354,3.211687,2.2396362,1.5866222,1.664413,2.716029,1.7343659,3.1864436,2.4725225,4.4766784,4.2813163,3.6908414,5.341793,3.674766,5.3224635,3.8644888,3.4552944,3.3160796,4.386773,4.634515
2017-11-30,5.417589,5.854756,5.3007016,5.2611475,4.322327,4.7703424,4.2321835,2.8598535,3.5792682,2.482559,2.461365,4.1903925,4.220881,3.2517407,3.301963,2.919804,2.4040613,4.15475,3.8157694,3.0565395,4.117569,2.4443898,1.7601471,3.6716108,3.6667511,1.751034,3.6055984,2.7698107,1.8509406,2.2654736,4.287155,3.0071409,3.6982803,3.7199016,3.8206577,2.918682,4.183263,4.1158504,3.5683532,3.4094179,4.83815,3.332122,5.0806,3.6976273,3.1508205,2.5686438,2.8832312,4.0637097
2017-12-01,4.7472205,4.84676,4.5501924,4.4282913,3.6478837,4.2035875,4.077334,2.9262786,3.4532876,2.6303675,2.4688294,3.3392372,3.8389828,2.6937754,3.373518,1.8400766,3.2979102,3.621532,1.8427216,2.7328584,2.084158,2.3454626,2.7711198,3.2665043,2.2779684,1.9629675,2.7434015,2.5682971,1.9855067,2.731273,2.1317184,2.3980079,2.2476006,2.843167,2.1800292,2.7603166,2.6562223,3.7646477,3.3640769,3.0324018,4.5130324,3.0235097,3.8454423,2.506045,2.312922,2.5240345,2.9921372,3.1535177
2017-12-02,4.067883,5.192001,4.1239295,4.2251296,3.1292028,4.4785113,3.766565,2.923168,2.8103356,1.9534993,1.8538924,3.560868,2.2972286,2.0399718,3.1746705,2.8970656,2.5864737,2.3181357,2.9163501,1.984129,2.8721871,1.9921154,2.3116667,1.9881884,2.4682639,1.7205371,3.1566036,3.1359375,2.1500087,2.7765071,3.1846755,1.3700291,2.3292542,2.1459608,2.6182487,3.0472643,3.5793233,4.327038,3.9910202,3.390197,5.2886753,3.5189242,4.275435,3.1098566,2.7490382,2.0971746,2.831618,3.4531302
2017-12-03,4.3708525,5.1334205,4.9338346,4.609915,3.4457085,4.266846,3.533235,2.4721825,2.748891,2.0966494,1.7010878,3.5545242,2.4185653,1.7703539,3.0505419,2.4779468,2.41822,2.2591238,2.984746,2.3718922,1.6406889,2.1183822,2.4150543,2.1396053,1.5383496,1.6962392,2.8892927,2.8986347,2.2959647,2.7844687,1.5201026,1.5368743,0.67398113,2.4140007,0.690594,3.28125,1.8796861,4.3266745,3.7248907,3.3310022,5.069725,3.3485732,4.633633,2.7430594,2.5277855,1.9187497,2.509469,3.739845
2017-12-04,4.6529865,5.7206717,5.311563,5.2502985,3.5774505,4.6546974,4.2090764,2.728882,2.977037,2.1684747,2.2249799,3.9148152,3.0626967,2.348129,3.3996258,2.538113,2.7432806,2.8437488,2.4352212,2.7581291,1.8695245,2.3649335,2.6516287,2.6895933,1.8192388,1.8463845,3.4551916,3.2766905,2.2564323,3.0730448,1.9845011,2.0687518,1.3980283,2.8448386,1.5790842,3.3400133,2.6063836,4.5350575,4.0232086,3.5959969,5.358795,3.77722,5.4247437,3.889939,2.7992933,2.6159844,3.7087526,4.46037
2017-12-05,4.8328543,5.782518,4.8750167,5.0744677,3.5923805,4.650186,4.4469647,2.475746,2.7245114,1.8478016,1.9767764,3.6545463,2.6723146,2.424202,2.8349316,3.094145,2.931629,2.6166866,3.4408789,1.9624563,2.5880995,1.6858205,2.449122,2.1375272,2.2459912,1.5571591,3.2150695,3.0368927,2.1571977,2.8366985,2.4567764,1.7937139,1.7157211,2.4748833,1.8691843,2.7650442,2.698566,3.6039517,3.2130466,2.9188497,4.2217484,3.1496978,4.6447086,3.469353,2.8737488,2.7608993,2.754404,3.9740398
2017-12-06,4.5762997,5.313984,4.282055,4.397104,3.02471,4.2695665,3.6921334,2.2669072,2.2451599,2.021062,1.7708381,3.2964892,1.9273714,1.9760612,2.3585567,2.8330622,2.3480756,1.9169701,3.112856,1.8879013,2.139279,1.5852224,2.0772092,1.4592158,1.8367823,1.2720475,2.8009655,2.8577237,1.6337258,2.155791,2.5508056,1.7519919,1.8057678,2.5521467,2.0301008,2.2001302,2.7665033,3.1960356,2.7904868,2.6980143,3.8291602,3.046253,3.5749521,2.7224796,2.0058203,2.0032086,2.5378683,3.5204
2017-12-07,4.2292852,4.712339,4.724689,4.3890543,3.1447723,3.8441522,3.5315206,2.478935,2.354547,1.9365379,2.0526495,3.8396893,1.8751831,2.0413542,2.4190745,2.9425056,2.3197167,1.8143376,2.8528888,1.7320921,1.6629801,1.4686451,2.1047783,1.8011221,1.5198302,1.1099844,3.3918169,2.8453722,1.4502136,2.077584,1.9610816,1.48913,1.5425155,1.8611171,1.7462783,2.303923,2.4440606,2.9903786,2.830528,2.3591464,3.6049252,3.0303814,4.8914824,3.3737874,2.4261708,2.290161,2.8538938,4.0561075
2017-12-08,4.940908,5.859629,5.7151694,5.15808,3.6235464,4.546039,4.15891,2.5843122,2.787306,2.42246,1.991632,4.1088142,2.706348,2.0988533,3.0233686,2.2287247,2.5489235,2.508095,2.1854472,2.269447,1.7944233,2.2332273,2.234028,2.2329457,1.5843762,1.6491666,3.4409335,2.6639948,1.8351374,2.3925953,2.2593298,1.2301081,1.793073,2.0760436,2.2414708,2.8903024,2.8128023,3.9373,3.5641398,2.9371002,4.771477,2.904141,5.266734,3.1422484,2.4816465,3.0383825,3.1372943,4.8937707
2017-12-09,5.467568,6.508059,8.071991,7.159979,3.9171412,5.1706357,4.592385,3.0056472,2.9236271,2.4838767,2.193849,5.9307623,2.8728056,2.1386058,3.9975057,2.4346316,3.0108764,2.7545803,2.4019358,3.0311859,1.6413891,2.8996286,3.3655279,3.1349525,1.90311,2.4091265,5.0355463,3.5371447,2.6073427,4.094596,2.6971357,2.4782503,2.689549,2.9178026,3.0330198,3.4606953,3.5980742,4.125442,4.1331735,3.1058965,4.931927,3.331756,7.501431,5.2629495,2.9932992,3.52565,4.974688,7.426242
2017-12-10,5.717513,6.5622244,6.6928077,6.545697,3.97277,4.898625,4.70313,3.1682374,3.2044606,2.4370492,2.0818303,5.785982,2.9882154,2.4885857,3.6925056,3.4962525,3.128765,2.7889533,4.2050824,2.729801,2.6221235,2.6885536,3.310349,2.441246,2.2440596,2.1516497,5.198807,4.3083253,2.6106815,4.078296,2.7061205,1.2766546,1.493801,2.3694704,1.6606909,3.797943,2.8089101,4.7650113,5.233729,4.231041,5.890564,4.3900537,7.353858,4.905689,4.539757,5.2145143,6.28957,7.2952394
