,Turkana,Marsabit,Mandera,Wajir,West Pokot,Samburu,Isiolo,Baringo,Keiyo-Marakwet,Trans Nzoia,Bungoma,Garissa,Uasin Gishu,Kakamega,Laikipia,Busia,Meru,Nandi,Siaya,Nakuru,Vihiga,Nyandarua,Tharaka,Kericho,Kisumu,Nyeri,Tana River,Kitui,Kirinyaga,Embu,Homa Bay,Bomet,Nyamira,Narok,Kisii,Murang'a,Migori,Kiambu,Machakos,Kajiado,Nairobi,Makueni,Lamu,Kilifi,Taita Taveta,Kwale,Mombasa,Offshore
2015-12-10,2.8158448,4.2456994,5.0690813,4.2815485,2.474638,3.593288,3.2441914,2.0542042,2.3342216,2.3060796,2.4946923,3.8944743,2.4651883,2.4541047,2.7802787,2.468531,2.2061183,2.293892,2.3442912,2.21839,2.101088,2.0348368,2.1138172,1.910603,1.9065639,1.6590598,3.644771,2.9078093,2.131163,2.7510824,2.5164719,1.8023028,2.385429,2.287303,2.8338327,3.1273243,2.8934195,3.6917522,3.6139429,3.1608717,4.262001,3.4001024,5.009705,4.196027,3.192127,3.7884357,5.5974245,5.3471975
2015-12-11,2.303796,2.8158114,4.05911,3.4494185,2.383885,3.0434,3.1369126,2.218661,2.3466558,1.7595352,1.6696862,2.9952307,2.2677736,1.9077697,2.3723004,2.4454045,2.6381927,2.2702985,3.0216591,1.808955,2.4208155,1.8861638,2.3974826,2.1981409,2.3039932,1.7897042,2.709469,2.5723746,1.613111,2.220866,3.0590978,1.469491,2.794508,2.1979585,3.337183,2.3119533,3.5247705,3.0140355,3.1603618,2.7119937,3.7047882,2.7844858,4.381881,3.5239024,2.5654583,3.9041984,5.106785,4.6253343
2015-12-12,2.367182,2.8601098,3.2891703,3.5612352,1.8657454,3.160116,3.4530551,2.1817863,1.6280531,1.5916954,1.61273,3.7192736,1.5384322,1.8085265,2.2694802,2.6144087,2.5965655,1.9729034,3.0926821,1.4745891,2.3873396,1.540758,2.2458332,2.1654665,2.4906528,1.425724,3.4769378,2.6609654,1.5474873,2.393413,3.314055,2.95887,2.9314673,2.5272484,3.0433066,2.1885903,3.2875957,2.972071,2.9995818,2.4684954,3.685907,2.6936526,5.3328876,3.9349606,2.331711,2.836768,4.0497713,4.8095665
2015-12-13,2.171982,2.7084105,3.2373197,3.3339055,2.0061502,2.756618,3.0913472,2.1000876,1.8423952,1.9613818,2.3089283,3.593032,2.5618072,2.7949307,1.8431284,2.8910308,2.6592977,2.8113496,2.971713,1.9030024,3.187803,1.5173749,2.0587106,2.547561,3.0414286,1.4448516,3.2776325,2.435992,1.0432345,1.5199342,2.4117935,2.6974373,2.5606894,2.201926,2.5103614,0.96894675,2.30859,1.1225997,1.7048781,1.9048147,1.2464333,2.1745596,5.302445,4.1236563,2.2699254,3.793309,5.3845916,4.945956
2015-12-14,2.025934,2.733323,3.4592972,3.5376122,1.8984345,2.1738324,3.0721722,1.3679594,1.0112374,1.3785998,1.6962527,2.6605463,1.522654,1.9347801,1.533807,2.4355977,1.9988728,1.6753138,2.7251117,1.7967049,2.0212882,1.5405809,1.3219627,1.7587953,1.993045,1.4566822,2.4121974,1.850342,1.2950394,0.9859803,2.93534,2.2663565,2.7093577,2.3938851,2.9334068,1.7513152,3.5303235,1.4220562,1.695054,1.4393091,1.2093043,1.8358299,4.2583337,3.5663328,1.6610142,2.8962216,5.1871433,4.507584
2015-12-15,1.7505653,2.3858395,3.5720675,3.0902653,2.0131829,2.047063,2.827427,1.4108555,1.5628792,2.2976358,1.6865375,2.365924,1.9666888,1.9168506,1.5877516,1.8632871,2.1723917,1.8752013,2.2931125,1.8551683,1.8101954,1.3237332,1.5322682,1.676294,1.6335907,1.2548876,2.1672661,2.3571727,1.0872589,1.5232472,1.7401688,2.33018,1.8515441,2.0919893,1.9908578,0.89201933,1.8663036,0.9466391,1.2874696,1.3420937,0.9292941,2.0510817,4.5416713,2.768218,2.0124943,2.6111548,3.671329,3.828611
2015-12-16,2.0432057,3.1142676,4.316031,3.4260316,1.9416817,2.75936,2.750323,2.5423186,1.913751,1.624783,2.048883,2.8087707,2.1751978,2.1994336,2.6209748,2.7432144,1.8281924,1.9456422,3.215704,2.6339517,2.2383409,2.5387344,1.7569253,1.8490134,2.1574893,2.2385094,2.5226495,2.5785284,2.2762058,2.1976097,2.1989186,2.2288628,1.7360523,2.2423825,1.7588713,2.8655195,2.3357663,3.0753374,2.891047,2.0628166,3.0545156,2.4985273,3.418557,3.3134308,2.7241046,3.4900074,4.656411,3.6602588
2015-12-17,2.8964396,4.453588,4.9295626,4.35652,2.7517903,3.9117544,3.268915,2.4256299,2.4796352,2.2724783,1.6663483,3.1765466,2.557229,1.9248499,3.116231,2.161779,2.3139815,2.5804453,2.6197531,2.4529314,2.2404373,2.3709717,2.5622547,2.8743427,2.3971298,2.1485739,2.8450186,2.199522,2.2694197,2.929722,2.445379,1.8519964,2.308665,2.259112,2.234745,2.847305,2.2358427,3.5735576,3.2942593,2.3836613,4.2841334,2.5225565,4.578203,3.463825,2.549525,2.5112033,3.542122,4.4062185
2015-12-18,3.7486823,4.907221,5.29579,3.9902344,3.187226,4.27788,3.1486626,2.5043237,2.7023566,2.3327198,2.1143343,3.4186652,3.4992197,2.4154594,3.2714875,1.9380407,2.346124,3.2239966,2.5293756,2.6536078,1.9264634,2.3289173,1.7523783,2.7276525,1.9156345,2.0201674,2.9295032,2.3935325,2.303703,2.5482316,2.0394936,1.8317595,1.276784,2.349578,1.3928807,3.1136625,2.3875725,4.1353908,3.8599348,3.2215242,5.1602416,3.2057776,4.818877,3.8044722,3.529282,4.1062536,4.9531927,4.4525013
2015-12-19,4.09606,4.779039,5.327921,4.2078347,4.0859075,4.3787045,3.9296727,3.1475034,3.2118523,2.6645033,2.416222,2.972523,3.808912,2.720524,3.585841,2.131148,3.1871793,3.6472583,2.0386393,3.368095,1.6967269,2.9954505,2.5787926,3.7633235,2.1349618,2.389493,2.628262,2.7424226,2.7391508,2.9503262,1.5892669,2.6523578,1.1381,2.875823,0.75263655,3.9128067,1.7288425,5.1052594,4.245689,3.6561682,5.961209,3.3641129,3.6977735,3.8929822,3.9804187,4.5478225,5.4553037,4.211352
2015-12-20,3.8690877,4.4911695,5.0655856,4.280412,3.7591915,4.180019,4.152877,2.9079244,3.3718624,2.7780905,2.5186832,2.926584,4.0792837,2.8768718,3.6308866,1.9896826,3.282706,3.756589,2.507258,3.539455,1.9354073,3.3794768,2.8398566,3.5720437,2.0827706,2.872438,2.4943192,2.9464655,2.5992467,2.7566702,2.538115,2.2492225,1.9835775,2.5462523,2.103664,3.5037029,2.5790162,4.5579267,4.1966324,3.6405334,5.453564,3.7417896,4.0945926,3.1296122,3.4994068,3.5301833,4.116695,3.9193258
2015-12-21,3.025704,3.7214892,3.9424567,3.6923978,2.753456,3.9145186,4.1453886,3.0034564,2.8204374,2.2770846,2.1965618,3.2192192,2.4562063,2.4156413,2.932179,2.8722157,3.4994977,2.482,3.3405209,2.1380792,3.2841525,2.4193385,3.046458,2.33331,2.9531057,2.2689323,2.9212656,2.721464,2.1509511,2.7535753,3.3821723,1.5929626,3.0354345,2.3156407,3.3137312,3.1384583,3.556087,3.6475818,3.5365326,2.7324252,4.266698,2.8306928,4.0443087,3.0563607,2.7041059,3.0722907,4.290305,3.61525
2015-12-22,3.408663,4.215133,4.4987082,3.9992695,2.836915,3.9745538,3.7668254,2.332541,2.2663848,2.3839178,1.4692181,3.4084456,1.816564,1.3379225,2.5671685,1.9713372,2.5688136,1.6892085,2.580845,1.7268995,1.5146077,1.7607961,2.3758936,1.7053633,1.4497787,1.7611974,3.013482,2.775976,1.9074821,2.3757827,2.344036,1.3960098,1.7325776,2.0948293,2.0080578,2.4160051,2.8633301,2.8539402,2.8583698,2.3080986,3.3948607,2.6048648,4.3415165,3.1742816,2.574691,2.928123,3.9933205,4.3324904
2015-12-23,5.5531764,6.6774893,6.6337686,5.4540524,4.041776,5.529206,4.4645615,3.1956258,3.0937276,2.5541513,2.3103154,4.0246696,3.3496625,2.4436007,3.9320617,1.8596241,3.1035376,3.1185045,1.9792948,3.4418225,1.6593659,2.7219102,2.8305116,3.0291736,1.6902862,2.5126631,3.7985437,3.030984,2.7046251,2.7989948,2.1408427,4.1083446,2.4983463,4.1323833,2.6844995,3.1102054,2.5232108,4.402314,3.7376852,3.635503,5.098414,3.4696486,5.127876,4.498435,3.5233097,3.7921095,5.617404,5.285975
2015-12-24,4.9489913,5.7578225,5.805311,4.3737364,4.38872,4.4920473,3.766576,3.075029,3.5555222,3.057841,2.717099,3.3686488,4.715226,3.1396313,3.9533074,1.786582,3.1683471,4.268351,1.8091685,3.7443154,1.905963,3.1983414,3.0895796,3.490846,1.9325198,2.9586592,3.1667402,2.9889803,3.3019016,3.3791046,1.979178,3.017155,1.5997036,3.449895,1.6200111,3.8102934,1.8953881,4.6517005,4.259016,3.7703514,5.186283,3.475515,4.3574033,4.008666,3.3950114,3.6175952,4.98018,4.66399
2015-12-25,3.7529361,5.000669,4.9482536,3.9824677,3.0951712,4.0227838,3.0857224,2.5810828,2.9554129,2.0290847,2.441638,3.2155776,3.6803114,2.8651884,2.9333968,2.479101,1.9664474,3.254279,2.8619711,2.3602066,1.7604363,1.9580648,1.615414,2.5697773,1.792425,1.6724672,2.6737738,2.255646,2.1054056,2.0713472,2.4799876,1.2578173,1.4563655,2.423402,1.3597635,2.6212523,2.2792325,3.7672703,3.110916,3.0452201,4.4738064,3.1729808,3.8823504,2.749717,2.6661053,2.3356466,3.375814,3.4178696
2015-12-26,3.7568502,4.011717,3.895582,3.0149775,3.3819752,3.331182,2.5295262,2.4527557,2.7156787,1.986641,1.8640192,2.8378232,2.9591138,2.0826154,2.4951167,1.8175117,1.8787136,2.6179175,2.5288734,2.4057043,1.8491535,2.1480484,1.9631588,2.3729239,1.7098411,2.1493282,2.7340724,2.3945417,2.580705,2.4477,2.4657736,1.9394423,1.0829052,2.3793602,1.5155447,2.8763301,3.0004652,3.5581648,3.2267416,2.7089787,4.040802,2.9381394,4.0713344,3.150939,2.6449025,2.5884025,4.020705,3.8084238
2015-12-27,3.9067807,5.3103433,5.4546285,4.7549253,3.2552834,4.2470846,3.6159606,2.8710923,2.894065,1.5492944,1.6273779,3.426397,2.725042,1.9539727,2.9366777,2.1272554,2.608972,2.4278166,2.5059173,2.4429452,2.1771843,1.7101377,2.3669019,2.2080166,2.0140185,1.5453974,3.1185064,2.779774,2.1798887,2.6762798,2.902893,2.3873637,2.0602617,2.973979,2.3987894,2.5489538,2.6359868,3.517129,3.3395543,3.249958,4.4494834,3.510248,5.017459,4.3962383,3.5915444,4.018886,5.6487675,5.2357
2015-12-28,4.9909,5.77023,7.5534773,5.972007,4.563543,4.967486,4.241772,3.1418989,3.462164,2.658251,2.6426036,4.73192,4.2068624,3.1058123,4.1077924,2.3871164,3.528736,3.8531625,2.4511197,3.2323384,1.9252083,2.6058097,3.2385592,3.538788,2.0627086,2.2391331,4.125275,3.2769501,2.6403208,3.3945718,2.51968,2.9665973,1.5870571,3.6805584,1.9639729,3.5259764,2.7362583,4.9158797,4.568007,4.083833,5.7694845,4.066084,6.1653357,4.894872,4.0405602,4.6005425,6.6395273,6.596499
2015-12-29,5.5032325,6.199839,7.133219,6.2577753,4.953571,5.097731,4.1545596,3.5501215,3.9269676,2.8048341,2.7897592,5.185669,4.581699,3.3500175,4.4034905,2.7227988,3.3047042,4.092334,3.129357,3.1561809,2.4134197,2.701192,3.249359,3.4187052,2.337052,2.5157614,4.53971,3.5901608,2.9820998,3.9389505,2.6822712,2.51455,1.6160742,3.1455169,1.6861469,3.8053863,2.8762956,5.124875,4.9729357,4.101401,6.279063,3.4910786,6.4138412,4.7913766,4.0279837,4.450906,6.000695,6.546965
2015-12-30,3.6893895,4.3016596,5.2412496,4.3219438,3.582402,3.835715,3.0748916,2.6135223,2.516675,1.957243,1.9168333,3.743279,2.0727212,2.1034548,2.6740696,3.232752,2.7873366,2.034992,3.4844368,2.0781655,2.9237952,2.1493325,2.9574773,1.8747247,2.6169343,2.2146342,3.6134884,3.7312975,2.4389765,3.1083305,2.7100308,1.137671,1.918813,1.9123856,2.172642,2.9161227,2.8553512,3.3234713,3.791641,3.1159613,3.9242735,3.675896,4.5519814,4.435326,3.8752213,4.072127,5.4826193,5.468858
2015-12-31,2.460382,3.5360138,4.3478746,3.6250632,2.461984,3.6359944,3.4166784,2.6665554,2.1850781,1.7826303,1.6339612,3.1512766,1.645712,1.7389832,2.6678233,2.473685,2.9337533,1.8660643,2.4689465,1.9833391,2.6441536,2.3409631,2.8848345,2.111431,2.4797175,2.2994897,3.136352,3.0466204,2.065136,2.724627,2.0764067,2.0045872,2.0933805,1.6999557,1.8549469,2.75914,1.937798,3.258065,3.39463,2.7533991,3.753107,2.8541174,4.5560465,3.744679,3.0443933,3.0083003,4.913149,4.8029814
2016-01-01,2.918975,4.4514847,5.043089,4.5203924,2.6279325,4.159824,3.872626,2.630972,2.4241328,1.9287852,2.014964,3.8122394,2.242075,2.0721178,3.0773757,2.935207,3.0044699,2.2037413,2.837001,2.2697685,2.2030666,2.283846,3.0549755,2.3386152,2.1581767,1.9855531,3.2338626,3.1615503,1.9345503,3.0538893,2.2452035,1.4895629,1.843487,1.7865279,1.7896785,2.7520943,2.6497192,3.798813,4.0151005,3.2551877,4.751499,3.2743857,5.152269,3.3981602,2.981605,3.3853705,4.4039745,4.7534895
2016-01-02,3.9456697,5.1992793,6.482344,5.343866,3.576931,4.7757545,4.035053,2.9402945,2.9725213,2.4000642,2.3043756,3.8942797,3.2019162,2.470854,3.436121,2.6278625,3.065116,2.8464904,2.730091,2.3606818,1.4425122,2.3851137,2.9285495,2.396735,1.551984,2.0692658,3.6303434,3.3257842,2.5073316,3.3005314,2.0960896,1.3634968,1.5425637,2.0414395,1.4316173,3.4179003,2.24994,4.289556,4.2227,3.4406967,5.12704,3.650645,5.4229794,4.3438787,3.7078197,3.6586025,4.8380404,5.2918673
2016-01-03,5.0478454,6.569443,7.513298,6.5071282,4.7964745,5.103769,4.893992,3.3662033,3.7240071,2.9322298,2.9913988,4.673759,4.870108,3.503355,4.232285,2.2092507,3.3818686,4.5903554,2.10591,4.1214395,2.0400863,3.6011877,2.7879872,4.500604,2.4849598,3.2406466,4.002109,3.241107,3.0412452,3.0169992,1.7409581,3.2665272,1.6944581,3.2915132,1.3014953,3.708238,1.4699081,4.9909425,4.8072767,4.5935535,5.8972416,4.197956,5.768583,4.7807,4.2692914,4.7152324,6.525016,5.717968
2016-01-04,6.485714,7.024608,7.3717494,6.4956584,5.2956395,5.066822,4.4277496,4.0149717,3.940226,3.3320043,3.4542987,5.122241,5.556966,4.2717204,4.885107,2.1804073,2.9947133,5.2803335,2.1628692,4.3881674,2.6493063,3.8986874,2.7955298,4.9146194,2.9046373,3.3510685,4.1876125,3.1059096,3.1813471,3.9195688,2.2988324,2.7935016,2.1884365,3.9044921,2.0684338,3.9574287,2.624301,4.9697013,4.7451353,4.6811914,6.217824,3.8508298,6.589042,5.5622387,4.879865,5.987688,7.5727835,6.4985714
2016-01-05,6.5525002,7.207588,6.557624,5.8639936,5.600326,5.7556977,5.0581493,3.8266044,4.1880574,2.8955336,3.4388747,3.911978,5.7270823,4.344936,4.5579586,2.3058765,3.4907134,5.240259,1.9136052,3.8486314,2.383136,3.0054066,2.594584,4.4757495,2.1811764,2.567244,3.348909,2.9594793,2.932537,3.3294594,1.463963,3.979638,2.1208062,4.6662226,2.2130857,3.689304,2.3457785,4.990692,4.537215,4.2004433,5.9356747,3.7165442,5.251616,4.611555,4.0624423,4.7486963,6.394696,5.482163
2016-01-06,5.4633594,5.9459605,5.9985075,5.167865,4.727362,4.6211762,4.2932878,2.8493927,3.5022445,2.6890707,3.316505,3.8135042,4.636988,4.0685,3.4346077,3.6956084,3.509162,4.320426,3.4867952,3.074031,3.4541557,2.437017,2.7817943,3.5236294,3.110882,2.020672,3.4447803,3.1524193,2.6550577,3.3250492,2.6454244,3.2987,2.195359,3.9861672,2.1549873,3.3676589,2.965484,4.368777,4.2216,3.722589,5.0914717,3.7356184,4.6128488,4.481405,4.0075126,4.2879415,5.706829,5.003518
2016-01-07,4.1345887,5.067778,5.5904694,5.2472653,3.8143537,4.615044,4.353552,3.1220357,3.3201885,2.4095833,2.31758,4.2111773,3.4149587,2.6728694,3.0930524,2.8343182,3.2399716,3.151367,3.2302897,2.8427646,2.963202,2.5635428,2.7978492,2.7038105,2.858692,2.2511127,3.772359,3.152238,2.522936,2.8356664,2.8958952,1.6188108,1.7532909,2.5429788,1.733815,3.2316265,2.9002907,4.017245,3.6320226,3.0261178,4.6898355,3.2066731,4.9226856,3.9475052,3.0274746,2.6383028,4.478175,4.6756463
2016-01-08,4.5869193,5.764642,6.2840543,5.6396766,3.3543193,4.924443,4.6048474,2.714075,2.49536,1.6345081,1.9120159,4.4001274,2.2282841,2.1224263,2.9439042,3.0908036,3.4813583,2.2177374,3.4456098,1.9959459,2.617636,1.6659333,2.986847,1.9709387,2.405375,1.5894711,3.7612493,3.3624916,2.4067168,2.9983368,3.060928,1.6501166,1.8469741,2.4325473,2.0820973,2.8127136,3.2493784,3.7115338,3.4732628,3.3651392,4.4225683,3.6209128,5.38447,4.1527357,3.41078,3.68237,5.528755,5.5259504
2016-01-09,4.1257825,5.0755343,6.0177455,5.5338445,3.198672,4.208758,3.8075697,2.912785,2.6417036,2.001455,1.8594028,4.7424784,2.1675813,2.0343664,3.2066445,2.758076,2.967455,2.3286002,3.0701168,2.5682921,2.9238667,2.3230717,3.2436986,2.7229013,2.80074,1.7003226,4.470594,3.7480402,2.076937,3.3589745,3.608145,2.7137291,3.6327608,3.002849,3.814508,2.9853249,4.0105247,4.1296253,4.1754646,3.8221211,5.0452495,3.8025553,6.5491667,5.283738,4.4303856,4.7649746,6.536541,6.602227
2016-01-10,2.9699714,4.760545,5.6710467,5.5764875,2.2126124,4.363648,4.3458,2.3794293,1.767094,2.3031895,2.3430967,4.413745,1.9111083,2.4129567,3.167575,3.2393072,3.201288,2.1280146,3.6850336,2.1407828,3.1310396,2.1293914,2.9157703,1.940066,2.6068742,2.1369562,3.7964756,2.9580793,2.3908405,3.001356,2.6788979,2.1091034,2.1770916,1.6967261,2.2059393,2.7125757,2.1277034,2.8995495,3.1789386,2.5791185,3.237071,2.7267816,6.344032,3.9804335,2.9942503,3.469682,5.375348,5.7314053
2016-01-11,4.25966,5.585633,5.907842,5.602966,3.1301355,4.7924047,4.7959685,2.952966,2.7142653,3.0183518,2.460674,4.178749,2.6221786,2.486232,3.5039253,3.143093,3.4919329,2.6300383,3.7335472,3.3214345,2.9320047,2.6458273,3.1111503,3.0873432,2.685152,2.612153,3.4606533,2.7766378,2.6325781,3.1499867,3.9638553,2.771258,3.187479,2.9534817,3.5389543,3.3362646,4.0640745,3.4886043,3.3973017,2.409542,3.7205777,2.4403684,5.503308,3.5677083,2.37993,3.1525326,4.533415,4.8373327
2016-01-12,5.0133204,6.1429257,5.828125,5.6934114,3.4665318,5.12848,4.7509327,2.7452338,2.503935,1.9302102,1.8615564,4.364896,2.3451395,2.0634687,3.0766091,2.4142475,2.9720507,2.463639,2.8042288,2.1858144,2.6396067,1.8420573,2.327292,2.4360168,2.2986186,1.5199678,3.835676,3.1050308,1.6506115,2.1617746,2.8078344,2.8304987,2.5214612,2.8126218,2.883888,2.2329524,3.2189343,3.0302553,2.9722726,2.5400605,3.6391602,3.1700425,4.8094187,4.0769725,3.192814,2.9732606,4.9136486,4.5419087
2016-01-13,4.271385,5.1169515,6.0940886,5.5085983,3.0106554,4.326263,4.2615247,2.3748362,2.3321238,2.1230366,2.199846,4.85066,2.3256183,2.387989,2.9647837,2.7747881,2.8905766,2.3634849,2.739734,2.156774,2.9609904,1.9152157,2.7327511,2.2479355,2.47131,1.7970929,4.3677206,3.6404266,2.2971895,3.0965688,2.0815606,1.8593512,1.9473429,2.1974013,2.1426504,3.198967,2.5016804,3.7979906,3.8384397,3.303819,4.5814447,3.6795502,5.8684015,4.444642,3.6135614,3.561927,4.984808,5.2047224
2016-01-14,4.0979223,5.5553503,5.745856,5.4978433,3.558263,4.8521147,4.6484137,2.6959605,2.4409385,2.0987873,2.7473779,4.4010367,2.7776291,2.7980778,2.9159591,3.098665,3.2255614,2.7574086,3.7036772,2.7874446,2.6882246,1.9218537,2.5202641,2.9559891,2.7529886,1.7086974,3.9259288,3.052701,2.5216587,2.6586065,3.9276211,2.9707568,3.31863,3.2722046,3.7450428,3.2082655,4.143393,3.9103165,3.5838206,3.0978827,4.636931,3.2895064,5.6843266,4.440467,3.186158,3.3637908,5.2288833,5.3527527
2016-01-15,3.7927413,5.2439027,5.7283907,5.3159585,2.9159377,4.143686,4.50767,1.7476143,1.5397551,1.3168211,1.9137262,4.462033,1.8316587,1.9905988,2.406365,2.340587,2.7537978,1.7714704,2.6608899,2.6386466,1.4763118,1.9727695,2.370921,2.0663383,1.739685,1.7917972,4.0041294,3.3923593,1.9461972,2.4524739,3.5803695,3.1617873,2.8922067,3.095623,3.4516094,2.3970475,4.1438146,2.5652215,2.3391254,2.2843337,2.4142168,3.3118842,5.3104234,4.3308697,3.3620856,3.4251132,5.210364,5.0840187
2016-01-16,3.03501,4.1893525,5.3840585,4.6014094,2.4175582,3.7002838,3.4678524,2.4153275,1.9630018,1.7500981,2.3730986,4.1261916,2.8261347,2.6752927,2.4140117,2.206265,2.2709088,3.185389,2.3405383,1.9594826,2.7871833,1.6697611,1.9639469,3.202363,2.934145,1.2498615,3.7347794,2.9346304,1.5162525,2.461336,2.5854025,2.6952035,2.5889091,2.731902,2.6513844,2.7424135,2.7556987,3.1329477,3.2230053,2.6840553,3.6197913,3.0149837,5.5767903,4.2671056,3.0800211,3.944308,5.65512,5.529747
2016-01-17,2.8992894,4.061037,6.0022073,5.190347,2.9502876,3.8740551,4.1407194,2.2736459,1.7954668,1.7212466,2.3331842,4.2231936,2.4005356,2.842573,2.2782466,3.1952996,2.987835,2.8321738,3.507433,1.9615444,3.2648616,2.0744152,3.0619469,2.5434456,3.1736157,2.2255907,3.5468059,2.973254,2.0137475,2.8774424,3.4603715,2.4815986,3.0200956,2.5042195,3.2255852,1.8578615,3.818325,1.770048,2.5557086,2.1007195,2.1227472,2.6116636,5.4982367,3.841635,2.3628983,3.4182992,5.657793,5.3462796
2016-01-18,2.2815788,2.951562,4.967022,4.3945136,2.3753953,3.311888,3.6634152,2.2507184,1.650951,1.8606137,1.8541118,3.786361,1.9751464,2.2423956,2.1806307,2.0479667,2.6136873,2.3788702,2.805546,2.3260674,3.2979689,2.1097586,1.7543223,2.335354,3.0768566,1.9139239,3.1033676,2.645668,1.7597448,1.8179804,3.0084732,3.1170437,3.0554051,2.8837557,2.991967,2.9463036,3.0817761,2.5762253,3.2467258,2.3811815,2.2346692,2.9418256,5.4685984,3.5808387,2.1898575,3.1984048,5.267687,5.412657
2016-01-19,2.032007,3.179638,5.293688,4.250262,1.42379,3.0051231,3.5725741,1.5035466,1.0373147,1.7403797,2.2294602,3.5322826,2.105517,2.240294,1.502775,1.8649596,2.3808122,2.1029596,1.6037565,1.8381977,1.8882803,1.7101738,2.0661125,1.8507699,1.6638128,1.5540136,2.983147,2.128218,1.7424498,2.0896084,1.548018,1.8269114,1.2127029,2.023082,1.3875904,1.796403,2.357696,1.7010636,1.7815526,1.5074588,1.4202621,1.7314124,5.2655616,3.592689,2.1050777,2.9610167,5.2002897,5.597622
2016-01-20,3.6577308,4.042065,6.671447,5.1673374,2.9921653,3.5410168,3.9114916,1.5157368,1.446675,1.8412749,2.1048465,3.9565842,2.2680638,2.021396,2.266563,1.7443882,2.9260657,2.206724,1.8107367,1.8433956,1.8189821,1.890605,2.2696464,2.312873,1.5508078,1.8084548,2.9654026,2.2280145,1.3050878,1.8162333,0.7718053,1.4190947,0.5114751,1.6326076,0.63458836,1.7909603,1.4350178,2.049895,2.5219936,2.0266798,2.2313876,2.3737085,5.4320974,3.029991,1.3885014,2.2570858,4.0929403,4.985381
2016-01-21,4.0775948,5.525239,6.8625307,6.2991304,3.705252,4.776382,4.8799477,2.8032131,2.5288959,1.6812629,1.4837958,4.9742084,2.1999714,1.8181158,3.2397308,2.4574995,3.439661,2.156106,2.7724562,2.681929,2.2482932,2.2938545,2.8931997,2.4153442,1.9786197,2.380995,4.181834,2.9185483,2.4485352,2.8515322,2.6746008,2.186203,2.0159853,2.5803633,2.2698689,2.9248362,3.0665116,3.41105,3.1991239,2.2986739,3.939516,2.5232365,6.64064,4.27341,2.4997993,3.5741975,5.900261,6.3911333
2016-01-22,4.164569,5.4864388,6.7510896,5.767462,3.190667,4.534361,3.8099682,2.4875505,2.4258285,1.7715133,1.600223,4.871286,2.2233398,1.775672,2.918753,2.1418426,2.8957808,2.1084936,2.3883162,2.0245266,1.5684133,1.8127577,2.9465692,2.030473,1.4416863,1.5765042,4.2742553,3.1773057,2.0127819,3.0874465,2.3571718,1.8731346,1.9547429,2.4480665,2.306306,2.8598816,3.159049,3.6996562,3.8222437,2.6835747,4.512169,2.9912941,6.2935944,4.487234,2.9581852,3.6808283,5.874396,6.340734
2016-01-23,3.682796,4.378252,6.7718263,5.354869,2.7832193,3.7175896,3.2734904,2.7818792,2.6915276,3.071461,1.9864693,4.744161,2.5575464,1.98724,2.9930027,2.53649,2.533033,2.5147395,2.9799516,2.411134,2.076758,2.5921016,2.8394341,2.8433294,2.2261713,2.3861036,4.4851704,3.6788983,2.2350948,2.9783056,2.9188545,2.0140488,2.7162464,2.0672379,2.972153,3.174794,3.6241503,3.7681608,4.172015,3.2842033,4.380576,3.5575633,6.691917,4.889267,3.9502382,4.341587,6.403656,6.555946
2016-01-24,2.8735678,4.0924106,5.161033,4.851827,2.1791508,3.5580418,3.6693897,2.6198123,1.8153203,2.4463384,2.013724,3.8273666,1.6999545,2.2022202,2.7523103,3.4344523,2.7243881,2.0429835,3.4755583,2.4473364,3.7362704,2.3552747,2.3229632,2.1756513,3.1368735,2.2803328,3.3423307,2.844729,1.6358913,1.9095464,3.6731887,2.0802855,3.0994482,2.1170683,3.1920414,2.0770671,3.737586,2.3446457,2.6825986,2.1828666,3.0228295,2.9485197,5.25724,3.7886806,2.718991,2.6472008,4.46196,5.11052
2016-01-25,2.7250984,4.1349587,4.928494,4.2270756,2.2289784,3.4536777,3.373556,2.4890063,2.1466954,2.4966037,2.4328349,3.6566203,2.3232303,2.5176344,2.5523522,3.4034998,2.322936,2.3924844,3.672004,2.383059,2.7001498,2.3362975,2.4840994,2.5252206,2.5311763,2.3483047,3.5882463,2.8976495,2.2114701,2.6272802,2.9605734,2.0726216,2.6599526,2.1442037,2.7261367,2.626138,2.673952,2.7295477,2.9539511,2.2254584,3.1502483,2.5962572,4.529625,4.3735948,2.930176,3.1437833,5.1880193,5.1871557
2016-01-26,2.6827788,3.400492,4.5726285,4.1557603,2.1250918,3.1088881,3.532513,2.4326622,2.043747,1.885615,2.3543587,3.7729359,2.03914,2.5391154,2.4843962,4.0957,3.1010623,2.1779473,4.475309,1.8698723,3.506702,1.9094694,2.7534008,2.1967611,3.117035,1.9411867,3.3173707,2.7808957,1.8892875,2.4155836,3.279556,1.546779,2.5592558,1.7612647,2.4875,2.3834522,3.1811643,2.7083302,2.8604062,2.1552644,3.122981,2.5713966,4.7631125,3.6304038,2.4504778,2.8874822,4.7768617,4.8577223
